,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,h_per_l,year_sqrt,official_dealer
1629,2016,85000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,65.82109479305741,4064256,0
1630,2016,83000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4064256,0
1631,2009,120000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061.0,67.0,5,63.14797360980208,4036081,0
1632,2014,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,24.613555291319855,4056196,0
1633,2012,70000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5,59.294871794871796,4048144,0
1634,2008,19000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,58.16582914572864,4032064,0
1635,2009,68600,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5,78.82431529726118,4036081,0
1636,2012,40000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5,77.68871075484302,4048144,0
1637,2012,160000,Diesel,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4048144,0
1638,2016,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,67.17434869739479,4064256,0
1639,2012,29500,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,67.23446893787575,4048144,0
1640,2016,50000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,59.42211055276381,4064256,0
1641,2016,30000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5,66.7083854818523,4064256,0
1642,2012,100000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,59.42211055276381,4048144,0
1643,2011,60000,Petrol,Individual,Manual,Second Owner,14.49,1399.0,92.7,5,66.26161543959971,4044121,0
1644,2016,60000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5,63.56017191977078,4064256,0
1645,2017,13500,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5,81.06880427521709,4068289,0
1646,2017,30000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5,69.4235588972431,4068289,0
1647,2017,14000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5,68.50459482038428,4068289,0
1648,2014,90000,Diesel,Individual,Manual,Second Owner,15.05,2179.0,147.9,7,67.87517209729235,4056196,0
1649,2018,50000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5,65.90257879656161,4072324,0
1650,2018,10000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,67.81326781326783,4072324,0
1651,2018,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5,69.4235588972431,4072324,0
1652,2018,25000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5,66.35105608157319,4072324,0
1653,2017,20000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5,76.24135763670647,4068289,0
1654,2013,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,59.294871794871796,4052169,0
1655,2018,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,68.38763575605681,4072324,0
1656,2012,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,59.21474358974359,4048144,0
1657,2015,50000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,82.0,5,68.50459482038428,4060225,0
1658,2017,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4068289,0
1659,2016,40000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,70.91346153846153,4064256,0
1660,2018,60000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5,72.47828991315964,4072324,0
1661,2015,20000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,5,76.30421118793213,4060225,0
1662,2017,30000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,121.36,5,81.06880427521709,4068289,0
1663,2019,17000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5,76.82030728122912,4076361,0
1664,2017,50000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4068289,0
1665,2018,42000,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5,72.09795321637426,4072324,0
1666,2011,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8,40.8981555733761,4044121,0
1667,2012,110000,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5,44.49007529089664,4048144,0
1668,2012,90000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5,50.1432664756447,4048144,0
1669,2020,70000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5,73.93483709273183,4080400,0
1670,2011,66000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,105.0,5,65.70713391739675,4044121,0
1671,2011,70000,Diesel,Individual,Manual,Third Owner,16.2,1493.0,110.0,5,73.67716008037507,4044121,0
1672,2018,5000,Petrol,Individual,Automatic,First Owner,14.8,1591.0,121.3,5,76.24135763670647,4072324,0
1673,2014,50000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5,44.49007529089664,4056196,0
1674,2019,25000,Petrol,Individual,Manual,First Owner,15.41,1598.0,103.2,5,64.58072590738423,4076361,0
1675,2013,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,59.294871794871796,4052169,0
1676,2006,40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,4024036,0
1677,2016,110000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,64.24965580541533,4064256,0
1678,2014,45000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5,49.8220640569395,4056196,0
1679,2005,90000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5,49.8220640569395,4020025,0
1680,2003,83000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5,53.88760585065435,4012009,0
1681,2011,106000,Diesel,Individual,Automatic,Second Owner,16.96,1968.0,138.1,5,70.17276422764228,4044121,0
1682,2008,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150.0,74.9,5,65.1304347826087,4032064,0
1683,2017,40000,Petrol,Individual,Manual,Second Owner,16.8,796.0,34.2,8,42.96482412060302,4068289,0
1684,2011,138000,Petrol,Individual,Manual,Third Owner,17.0,1197.0,80.0,5,66.83375104427736,4044121,0
1685,2015,80000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,59.42211055276381,4060225,0
1686,2005,50000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5,61.894108873974645,4020025,0
1687,2015,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5,68.72393661384487,4060225,0
1688,2009,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5,71.67919799498746,4036081,0
1689,2018,24400,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5,68.33751044277359,4072324,0
1690,2013,60000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7,24.613555291319855,4052169,0
1691,2010,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,5,71.67919799498746,4040100,0
1692,2015,60000,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5,63.53868194842408,4060225,0
1693,2011,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,58.16582914572864,4044121,0
1694,2007,60000,CNG,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4028049,0
1695,2011,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,4044121,0
1696,2007,10000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,46.482412060301506,4028049,0
1697,2010,120000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,80.0,5,66.83375104427736,4040100,0
1698,2009,70000,Diesel,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4036081,0
1699,2015,90000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.01,5,63.401785714285715,4060225,0
1700,2014,188000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5,74.22997946611909,4056196,0
1701,2011,67840,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5,62.311557788944725,4044121,0
1702,2016,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,59.42211055276381,4064256,0
1703,2010,150000,Diesel,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4040100,0
1704,2017,100000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4068289,0
1705,2017,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4068289,0
1706,2016,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,68.50459482038428,4064256,0
1707,2003,149032,Diesel,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4012009,0
1708,2011,84050,Petrol,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4044121,0
1709,2018,15000,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,5,61.71809841534612,4072324,0
1710,2010,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,35.0,8,43.969849246231156,4040100,0
1711,2007,112880,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5,59.294871794871796,4028049,0
1712,2013,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405.0,70.0,5,49.8220640569395,4052169,0
1713,2006,80000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5,67.23446893787575,4024036,0
1714,2012,128000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5,66.22185154295246,4048144,0
1715,2011,120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7,24.97027348394768,4044121,0
1716,2010,30000,Petrol,Individual,Automatic,First Owner,12.6,1586.0,103.2,5,65.06935687263557,4040100,0
1717,2015,41000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4060225,0
1718,2006,30000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,58.16582914572864,4024036,0
1719,2015,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,67.18436873747494,4060225,0
1720,2010,22000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5,66.00252206809584,4040100,0
1721,2006,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,67.23446893787575,4024036,0
1722,2005,100000,Petrol,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4020025,0
1723,2005,200000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,8,55.07113354749886,4020025,0
1724,2011,120000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7,63.34557136301056,4044121,0
1725,2019,3000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5,68.33751044277359,4076361,0
1726,2012,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,67.23446893787575,4048144,0
1727,2013,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,24.613555291319855,4052169,0
1728,2019,1500,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5,73.97831526271894,4076361,0
1729,2017,74000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5,72.49666221628839,4068289,0
1730,2017,25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5,73.97831526271894,4068289,0
1731,2016,61915,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5,65.82109479305741,4064256,0
1732,2016,70000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5,58.74499332443258,4064256,0
1733,2007,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5,60.09615384615385,4028049,0
1734,2013,110000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7,66.97923643670461,4052169,0
1735,2014,90000,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,5,60.14957264957264,4056196,0
1736,2016,65000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8,40.336808340016034,4064256,0
1737,2019,10000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5,68.33751044277359,4076361,0
1738,2009,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,65.91478696741855,4036081,0
1739,2013,184000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,71.12179487179488,4052169,0
1740,2013,80000,CNG,Individual,Manual,Second Owner,32.52,998.0,58.33,5,58.44689378757515,4052169,0
1741,2005,70000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5,60.42296072507553,4020025,0
1742,2008,89000,Petrol,Individual,Manual,Second Owner,15.6,1586.0,104.68,5,66.00252206809584,4032064,0
1743,2013,69000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5,59.294871794871796,4052169,0
1744,2012,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5,49.42693409742121,4048144,0
1745,2012,35000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5,66.83375104427736,4048144,0
1746,2011,45000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5,66.83375104427736,4044121,0
1747,2011,30000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.2,5,73.07692307692308,4044121,0
1748,2018,6200,Petrol,Individual,Manual,First Owner,19.34,1462.0,103.0,7,70.4514363885089,4072324,0
1749,2020,120000,Petrol,Individual,Manual,Second Owner,21.63,998.0,67.0,5,67.13426853707415,4080400,0
1750,2016,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4064256,0
1751,1998,70000,Petrol,Individual,Manual,First Owner,14.0,796.0,35.0,5,43.969849246231156,3992004,0
1752,2017,110000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7,29.726516052318665,4068289,0
1753,2004,158000,Petrol,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4016016,0
1754,2007,93000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5,62.311557788944725,4028049,0
1755,2014,110000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10,28.971588635454182,4056196,0
1756,2007,57000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,58.16582914572864,4028049,0
1757,2005,120000,Petrol,Individual,Manual,First Owner,13.2,1495.0,94.0,5,62.876254180602004,4020025,0
1758,2012,35000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5,49.42693409742121,4048144,0
1759,2009,120000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5,66.10169491525423,4036081,0
1760,2011,70000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5,49.42693409742121,4044121,0
1761,2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,65.82109479305741,4052169,0
1762,2008,35000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,65.91478696741855,4032064,0
1763,2008,90000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5,60.09615384615385,4032064,0
1764,2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,68.38763575605681,4060225,0
1765,2011,98000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5,66.83375104427736,4044121,0
1766,2013,30000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5,69.21470342522973,4052169,0
1767,2013,50000,Petrol,Individual,Manual,Second Owner,16.3,1797.0,147.5,5,82.08124652198109,4052169,0
1768,2016,26000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,68.50459482038428,4064256,0
1769,2011,46000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,58.16582914572864,4044121,0
1770,2019,10000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4076361,0
1771,2015,16700,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,59.42211055276381,4060225,0
1772,2018,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4072324,0
1773,2015,7967,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,69.45697577276525,4060225,0
1774,2018,20000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5,68.33751044277359,4072324,0
1775,2011,50000,Diesel,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4044121,0
1776,2016,9656,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,66.7083854818523,4064256,0
1777,2011,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5,62.66114180478821,4044121,0
1778,2019,17000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5,65.8411214953271,4076361,0
1779,2015,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,66.7083854818523,4060225,0
1780,2013,43000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5,69.21470342522973,4052169,0
1781,2013,50000,Diesel,Individual,Manual,First Owner,23.5,1396.0,88.7,5,63.53868194842408,4052169,0
1782,2006,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.0,5,67.13426853707415,4024036,0
1783,2012,100000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8,44.83586869495596,4048144,0
1784,2010,80000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62.1,5,57.18232044198895,4040100,0
1785,2012,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,24.613555291319855,4048144,0
1786,2019,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,68.33751044277359,4076361,0
1787,2016,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5,59.97329773030708,4064256,0
1788,2018,33360,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5,65.81441922563418,4072324,0
1789,2019,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5,69.79305740987984,4076361,0
1790,2012,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,5,48.64188706218727,4048144,0
1791,2017,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5,66.08811748998664,4068289,0
1792,2017,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197.0,81.8,5,68.33751044277359,4068289,0
1793,2012,67998,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5,67.23446893787575,4048144,0
1794,2018,20706,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.63,5,65.79719813208806,4072324,0
1795,2015,67303,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5,57.35797399041752,4060225,0
1796,2013,79139,Petrol,Dealer,Manual,First Owner,18.5,1197.0,85.8,5,71.67919799498746,4052169,0
1797,2014,84784,Diesel,Dealer,Manual,First Owner,24.0,1120.0,70.0,5,62.49999999999999,4056196,0
1798,2012,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248.0,73.94,5,59.24679487179487,4048144,0
1799,2017,72000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7,63.34557136301056,4068289,0
1800,2008,127000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5,73.67716008037507,4032064,0
1801,2014,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,59.294871794871796,4056196,0
1802,2010,120000,Diesel,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4040100,0
1803,2014,100000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5,63.39285714285714,4056196,0
1804,2012,148000,Diesel,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4048144,0
1805,2018,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,70.91346153846153,4072324,0
1806,2013,110000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,59.294871794871796,4052169,0
1807,2017,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5,70.05838198498749,4068289,0
1808,2014,120000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5,49.8220640569395,4056196,0
1809,2017,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,72.5752508361204,4068289,0
1810,2016,33500,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5,70.91346153846153,4064256,0
1811,2012,70000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,7,66.97923643670461,4048144,0
1812,2015,10000,Petrol,Individual,Manual,First Owner,18.16,1197.0,78.8,5,65.8312447786132,4060225,0
1813,2018,22053,Diesel,Individual,Manual,First Owner,16.36,2179.0,120.0,7,55.07113354749886,4072324,0
1814,2011,78432,Diesel,Individual,Manual,First Owner,16.52,1991.0,123.7,5,62.12958312405826,4044121,0
1815,2011,125000,Diesel,Individual,Manual,Second Owner,14.66,2199.0,194.3,7,88.35834470213734,4044121,0
1816,2012,50000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5,72.45409015025042,4048144,0
1817,2017,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4068289,0
1818,2016,30000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5,76.24135763670647,4064256,0
1819,2013,7200,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8,40.336808340016034,4052169,0
1820,2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,67.81326781326783,4056196,0
1821,2013,25000,Petrol,Individual,Manual,First Owner,18.2,1199.0,84.8,5,70.7256046705588,4052169,0
1822,2005,90000,Petrol,Individual,Manual,Second Owner,15.4,1590.0,94.0,5,59.11949685534591,4020025,0
1823,2012,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231.0,184.0,7,82.47422680412372,4048144,0
1824,2019,35000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5,59.294871794871796,4076361,0
1825,2015,117500,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5,78.3567134268537,4060225,0
1826,2012,78500,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,64.24965580541533,4048144,0
